"","expversion","xPos","participant","age","congruence","yPos","cond","corrAns","stimFile","condition","location","n","acc_mean","acc_raw","acc_std","resp_raw","rt_mean","rt_raw","rt_std","order"
"1","Navon Task CO2015",-50,16357,18,"congruent",-50,"selAttGlob","['f']","Global_C_local_C.png","Cc","left_right",1,1,1,0,"'f'",0.536304533482,0.536304533481598,0,49
"2","Navon Task CO2015",50,16357,18,"congruent",50,"selAttGlob","['f']","Global_C_local_D.png","Cc","up_right",1,1,1,0,"'f'",0.69197922945,0.691979229450226,0,88
"3","Navon Task CO2015",50,16357,18,"congruent",-50,"selAttGlob","['f']","Global_C_local_F.png","Cc","down_right",1,0,0,0,"'j'",0.556628882885,0.556628882884979,0,12
"4","Navon Task CO2015",-50,16357,18,"congruent",-50,"selAttGlob","['f']","Global_C_local_H.png","Cc","left_right",1,1,1,0,"'f'",0.586133420467,0.586133420467377,0,76
"5","Navon Task CO2015",50,16357,18,"congruent",-50,"selAttGlob","['f']","Global_C_local_T.png","Cc","down_right",1,1,1,0,"'f'",0.623482644558,0.623482644557953,0,31
"6","Navon Task CO2015",-50,16357,18,"congruent",50,"selAttGlob","['f']","Global_D_local_C.png","Cc","up_left",1,1,1,0,"'f'",0.572642028332,0.572642028331757,0,73
"7","Navon Task CO2015",50,16357,18,"congruent",-50,"selAttGlob","['f']","Global_D_local_D.png","Cc","down_right",1,1,1,0,"'f'",0.515268743038,0.515268743038177,0,57
"8","Navon Task CO2015",50,16357,18,"congruent",50,"selAttGlob","['f']","Global_D_local_F.png","Cc","up_right",1,1,1,0,"'f'",0.614180266857,0.614180266857147,0,46
"9","Navon Task CO2015",-50,16357,18,"congruent",50,"selAttGlob","['f']","Global_D_local_H.png","Cc","up_left",1,1,1,0,"'f'",0.512377500534,0.512377500534058,0,98
"10","Navon Task CO2015",50,16357,18,"congruent",50,"selAttGlob","['f']","Global_D_local_T.png","Cc","up_right",1,1,1,0,"'f'",0.881097495556,0.881097495555878,0,7
"11","Navon Task CO2015",-50,16357,18,"congruent",50,"selAttGlob","['f']","Global_F_local_C.png","Cc","up_left",1,1,1,0,"'f'",0.511494874954,0.511494874954224,0,62
"12","Navon Task CO2015",50,16357,18,"congruent",-50,"selAttGlob","['f']","Global_F_local_D.png","Cc","down_right",1,1,1,0,"'f'",0.404966443777,0.404966443777084,0,51
"13","Navon Task CO2015",50,16357,18,"congruent",50,"selAttGlob","['f']","Global_F_local_F.png","Cc","up_right",1,1,1,0,"'f'",0.461009830236,0.461009830236435,0,50
"14","Navon Task CO2015",-50,16357,18,"congruent",50,"selAttGlob","['f']","Global_F_local_H.png","Cc","up_left",1,1,1,0,"'f'",0.432384908199,0.43238490819931,0,83
"15","Navon Task CO2015",50,16357,18,"congruent",50,"selAttGlob","['f']","Global_F_local_T.png","Cc","up_right",1,1,1,0,"'f'",0.74354159832,0.743541598320007,0,47
"16","Navon Task CO2015",-50,16357,18,"congruent",-50,"selAttGlob","['f']","Global_H_local_C.png","Cc","left_right",1,1,1,0,"'f'",0.832707762718,0.832707762718201,0,13
"17","Navon Task CO2015",50,16357,18,"congruent",50,"selAttGlob","['f']","Global_H_local_D.png","Cc","up_right",1,1,1,0,"'f'",0.638650596142,0.638650596141815,0,28
"18","Navon Task CO2015",50,16357,18,"congruent",-50,"selAttGlob","['f']","Global_H_local_F.png","Cc","down_right",1,1,1,0,"'f'",0.832927584648,0.832927584648132,0,80
"19","Navon Task CO2015",-50,16357,18,"congruent",-50,"selAttGlob","['f']","Global_H_local_H.png","Cc","left_right",1,1,1,0,"'f'",0.721075892448,0.721075892448425,0,85
"20","Navon Task CO2015",50,16357,18,"congruent",-50,"selAttGlob","['f']","Global_H_local_T.png","Cc","down_right",1,1,1,0,"'f'",0.591577887535,0.591577887535095,0,95
"21","Navon Task CO2015",-50,16357,18,"congruent",50,"selAttGlob","['f']","Global_T_local_C.png","Cc","up_left",1,1,1,0,"'f'",0.558440804482,0.558440804481506,0,24
"22","Navon Task CO2015",50,16357,18,"congruent",-50,"selAttGlob","['f']","Global_T_local_D.png","Cc","down_right",1,1,1,0,"'f'",0.690147101879,0.69014710187912,0,1
"23","Navon Task CO2015",50,16357,18,"congruent",50,"selAttGlob","['f']","Global_T_local_F.png","Cc","up_right",1,1,1,0,"'f'",0.567376077175,0.56737607717514,0,29
"24","Navon Task CO2015",-50,16357,18,"congruent",50,"selAttGlob","['f']","Global_T_local_H.png","Cc","up_left",1,1,1,0,"'f'",0.776950418949,0.776950418949127,0,19
