"","expversion","xPos","participant","age","congruence","yPos","cond","corrAns","stimFile","condition","location","n","acc_mean","acc_raw","acc_std","resp_raw","rt_mean","rt_raw","rt_std","order"
"1","Navon Task CO2015",-50,15730,18,"congruent",-50,"selAttGlob","['f']","Global_C_local_C.png","Cc","left_right",1,1,1,0,"'f'",0.556791722775,0.556791722774506,0,55
"2","Navon Task CO2015",50,15730,18,"congruent",50,"selAttGlob","['f']","Global_C_local_D.png","Cc","up_right",1,1,1,0,"'f'",0.435734480619,0.435734480619431,0,26
"3","Navon Task CO2015",50,15730,18,"congruent",-50,"selAttGlob","['f']","Global_C_local_F.png","Cc","down_right",1,1,1,0,"'f'",0.448156058788,0.4481560587883,0,61
"4","Navon Task CO2015",-50,15730,18,"congruent",-50,"selAttGlob","['f']","Global_C_local_H.png","Cc","left_right",1,1,1,0,"'f'",0.612954080105,0.612954080104828,0,71
"5","Navon Task CO2015",50,15730,18,"congruent",-50,"selAttGlob","['f']","Global_C_local_T.png","Cc","down_right",1,1,1,0,"'f'",0.493050277233,0.493050277233124,0,25
"6","Navon Task CO2015",-50,15730,18,"congruent",50,"selAttGlob","['f']","Global_D_local_C.png","Cc","up_left",1,1,1,0,"'f'",0.4383687675,0.438368767499924,0,21
"7","Navon Task CO2015",50,15730,18,"congruent",-50,"selAttGlob","['f']","Global_D_local_D.png","Cc","down_right",1,1,1,0,"'f'",0.489089071751,0.489089071750641,0,81
"8","Navon Task CO2015",50,15730,18,"congruent",50,"selAttGlob","['f']","Global_D_local_F.png","Cc","up_right",1,1,1,0,"'f'",0.446259379387,0.446259379386902,0,67
"9","Navon Task CO2015",-50,15730,18,"congruent",50,"selAttGlob","['f']","Global_D_local_H.png","Cc","up_left",1,1,1,0,"'f'",0.423641294241,0.423641294240952,0,75
"10","Navon Task CO2015",50,15730,18,"congruent",50,"selAttGlob","['f']","Global_D_local_T.png","Cc","up_right",1,1,1,0,"'f'",0.544959723949,0.544959723949432,0,69
"11","Navon Task CO2015",-50,15730,18,"congruent",50,"selAttGlob","['f']","Global_F_local_C.png","Cc","up_left",1,1,1,0,"'f'",0.520910143852,0.520910143852234,0,12
"12","Navon Task CO2015",50,15730,18,"congruent",-50,"selAttGlob","['f']","Global_F_local_D.png","Cc","down_right",1,1,1,0,"'f'",0.41429528594,0.41429528594017,0,13
"13","Navon Task CO2015",50,15730,18,"congruent",50,"selAttGlob","['f']","Global_F_local_F.png","Cc","up_right",1,1,1,0,"'f'",0.521546423435,0.521546423435211,0,63
"14","Navon Task CO2015",-50,15730,18,"congruent",50,"selAttGlob","['f']","Global_F_local_H.png","Cc","up_left",1,1,1,0,"'f'",0.607067406178,0.607067406177521,0,80
"15","Navon Task CO2015",50,15730,18,"congruent",50,"selAttGlob","['f']","Global_F_local_T.png","Cc","up_right",1,1,1,0,"'f'",0.732080221176,0.732080221176147,0,1
"16","Navon Task CO2015",-50,15730,18,"congruent",-50,"selAttGlob","['f']","Global_H_local_C.png","Cc","left_right",1,1,1,0,"'f'",0.612872302532,0.612872302532196,0,9
"17","Navon Task CO2015",50,15730,18,"congruent",50,"selAttGlob","['f']","Global_H_local_D.png","Cc","up_right",1,1,1,0,"'f'",0.551887631416,0.551887631416321,0,93
