"","expversion","xPos","participant","age","congruence","yPos","cond","corrAns","stimFile","condition","location","n","acc_mean","acc_raw","acc_std","resp_raw","rt_mean","rt_raw","rt_std","order"
"1","Navon Task CO2015",-50,15577,18,"congruent",-50,"selAttLoc","['f']","Global_C_local_C.png","Cc","left_right",1,1,1,0,"'f'",0.302203297615,0.302203297615051,0,99
"2","Navon Task CO2015",50,15577,18,"congruent",50,"selAttLoc","['f']","Global_C_local_D.png","Cc","up_right",1,1,1,0,"'f'",0.480935245752,0.480935245752335,0,71
"3","Navon Task CO2015",50,15577,18,"congruent",-50,"selAttLoc","['f']","Global_C_local_F.png","Cc","down_right",1,1,1,0,"'f'",0.526229679585,0.526229679584503,0,12
"4","Navon Task CO2015",-50,15577,18,"congruent",-50,"selAttLoc","['f']","Global_C_local_H.png","Cc","left_right",1,1,1,0,"'f'",0.469541281462,0.469541281461716,0,83
"5","Navon Task CO2015",50,15577,18,"congruent",-50,"selAttLoc","['f']","Global_C_local_T.png","Cc","down_right",1,1,1,0,"'f'",0.53981167078,0.539811670780182,0,61
"6","Navon Task CO2015",-50,15577,18,"congruent",50,"selAttLoc","['f']","Global_D_local_C.png","Cc","up_left",1,1,1,0,"'f'",0.528523981571,0.528523981571198,0,62
"7","Navon Task CO2015",50,15577,18,"congruent",-50,"selAttLoc","['f']","Global_D_local_D.png","Cc","down_right",1,1,1,0,"'f'",0.523282885551,0.523282885551453,0,34
"8","Navon Task CO2015",50,15577,18,"congruent",50,"selAttLoc","['f']","Global_D_local_F.png","Cc","up_right",1,1,1,0,"'f'",0.662498772144,0.662498772144318,0,18
"9","Navon Task CO2015",-50,15577,18,"congruent",50,"selAttLoc","['f']","Global_D_local_H.png","Cc","up_left",1,1,1,0,"'f'",0.465100675821,0.465100675821304,0,89
"10","Navon Task CO2015",50,15577,18,"congruent",50,"selAttLoc","['f']","Global_D_local_T.png","Cc","up_right",1,1,1,0,"'f'",3.01060724258,3.01060724258423,0,10
"11","Navon Task CO2015",-50,15577,18,"congruent",50,"selAttLoc","['f']","Global_F_local_C.png","Cc","up_left",1,1,1,0,"'f'",0.50447499752,0.504474997520447,0,75
"12","Navon Task CO2015",50,15577,18,"congruent",-50,"selAttLoc","['f']","Global_F_local_D.png","Cc","down_right",1,1,1,0,"'f'",0.664230585098,0.664230585098267,0,0
"13","Navon Task CO2015",50,15577,18,"congruent",50,"selAttLoc","['f']","Global_F_local_F.png","Cc","up_right",1,1,1,0,"'f'",0.463328480721,0.46332848072052,0,95
"14","Navon Task CO2015",-50,15577,18,"congruent",50,"selAttLoc","['f']","Global_F_local_H.png","Cc","up_left",1,1,1,0,"'f'",0.509773731232,0.509773731231689,0,60
"15","Navon Task CO2015",50,15577,18,"congruent",50,"selAttLoc","['f']","Global_F_local_T.png","Cc","up_right",1,1,1,0,"'f'",0.738980293274,0.738980293273926,0,15
"16","Navon Task CO2015",-50,15577,18,"congruent",-50,"selAttLoc","['f']","Global_H_local_C.png","Cc","left_right",1,1,1,0,"'f'",0.823802709579,0.823802709579468,0,5
"17","Navon Task CO2015",50,15577,18,"congruent",50,"selAttLoc","['f']","Global_H_local_D.png","Cc","up_right",1,1,1,0,"'f'",0.638021409512,0.638021409511566,0,21
"18","Navon Task CO2015",50,15577,18,"congruent",-50,"selAttLoc","['f']","Global_H_local_F.png","Cc","down_right",1,1,1,0,"'f'",0.568663060665,0.568663060665131,0,79
"19","Navon Task CO2015",-50,15577,18,"congruent",-50,"selAttLoc","['f']","Global_H_local_H.png","Cc","left_right",1,1,1,0,"'f'",0.526286303997,0.52628630399704,0,28
"20","Navon Task CO2015",50,15577,18,"congruent",-50,"selAttLoc","['f']","Global_H_local_T.png","Cc","down_right",1,1,1,0,"'f'",0.643613755703,0.643613755702972,0,13
"21","Navon Task CO2015",-50,15577,18,"congruent",50,"selAttLoc","['f']","Global_T_local_C.png","Cc","up_left",1,1,1,0,"'f'",0.656087994576,0.6560879945755,0,23
"22","Navon Task CO2015",50,15577,18,"congruent",-50,"selAttLoc","['f']","Global_T_local_D.png","Cc","down_right",1,1,1,0,"'f'",0.821107149124,0.821107149124146,0,17
"23","Navon Task CO2015",50,15577,18,"congruent",50,"selAttLoc","['f']","Global_T_local_F.png","Cc","up_right",1,1,1,0,"'f'",0.762853443623,0.762853443622589,0,69
"24","Navon Task CO2015",-50,15577,18,"congruent",50,"selAttLoc","['f']","Global_T_local_H.png","Cc","up_left",1,1,1,0,"'f'",0.684225618839,0.684225618839264,0,14
"25","Navon Task CO2015",50,15577,18,"congruent",50,"selAttLoc","['f']","Global_T_local_T.png","Cc","up_right",1,1,1,0,"'f'",0.5070053339,0.507005333900452,0,86
"26","Navon Task CO2015",50,15577,18,"congruent",50,"selAttLoc","['j']","Global_A_local_A.png","Vv","up_right",1,1,1,0,"'j'",0.580433487892,0.580433487892151,0,31
"27","Navon Task CO2015",-50,15577,18,"congruent",-50,"selAttLoc","['j']","Global_A_local_E.png","Vv","left_right",1,1,1,0,"'j'",0.661917388439,0.661917388439178,0,20
"28","Navon Task CO2015",50,15577,18,"congruent",-50,"selAttLoc","['j']","Global_A_local_I.png","Vv","down_right",1,1,1,0,"'j'",0.541943430901,0.541943430900574,0,64
"29","Navon Task CO2015",-50,15577,18,"congruent",-50,"selAttLoc","['j']","Global_A_local_O.png","Vv","left_right",1,1,1,0,"'j'",0.482414424419,0.482414424419403,0,88
"30","Navon Task CO2015",-50,15577,18,"congruent",50,"selAttLoc","['j']","Global_A_local_U.png","Vv","up_left",1,1,1,0,"'j'",0.652381062508,0.652381062507629,0,30
"31","Navon Task CO2015",50,15577,18,"congruent",-50,"selAttLoc","['j']","Global_E_local_A.png","Vv","down_right",1,1,1,0,"'j'",0.413989394903,0.413989394903183,0,94
"32","Navon Task CO2015",-50,15577,18,"congruent",50,"selAttLoc","['j']","Global_E_local_E.png","Vv","up_left",1,0,0,0,"'f'",0.444939762354,0.444939762353897,0,84
"33","Navon Task CO2015",50,15577,18,"congruent",50,"selAttLoc","['j']","Global_E_local_I.png","Vv","up_right",1,1,1,0,"'j'",0.358395129442,0.358395129442215,0,73
"34","Navon Task CO2015",-50,15577,18,"congruent",50,"selAttLoc","['j']","Global_E_local_O.png","Vv","up_left",1,1,1,0,"'j'",0.496608555317,0.496608555316925,0,49
"35","Navon Task CO2015",-50,15577,18,"congruent",-50,"selAttLoc","['j']","Global_E_local_U.png","Vv","left_right",1,1,1,0,"'j'",0.653875827789,0.653875827789307,0,19
"36","Navon Task CO2015",50,15577,18,"congruent",50,"selAttLoc","['j']","Global_I_local_A.png","Vv","up_right",1,1,1,0,"'j'",0.643386662006,0.643386662006378,0,37
"37","Navon Task CO2015",-50,15577,18,"congruent",-50,"selAttLoc","['j']","Global_I_local_E.png","Vv","left_right",1,1,1,0,"'j'",0.518252670765,0.518252670764923,0,26
"38","Navon Task CO2015",50,15577,18,"congruent",-50,"selAttLoc","['j']","Global_I_local_I.png","Vv","down_right",1,1,1,0,"'j'",0.645910680294,0.645910680294037,0,63
"39","Navon Task CO2015",-50,15577,18,"congruent",-50,"selAttLoc","['j']","Global_I_local_O.png","Vv","left_right",1,1,1,0,"'j'",0.547527492046,0.547527492046356,0,54
"40","Navon Task CO2015",-50,15577,18,"congruent",50,"selAttLoc","['j']","Global_I_local_U.png","Vv","up_left",1,1,1,0,"'j'",0.544873356819,0.544873356819153,0,42
"41","Navon Task CO2015",50,15577,18,"congruent",-50,"selAttLoc","['j']","Global_O_local_A.png","Vv","down_right",1,1,1,0,"'j'",0.519630908966,0.519630908966064,0,1
"42","Navon Task CO2015",-50,15577,18,"congruent",50,"selAttLoc","['j']","Global_O_local_E.png","Vv","up_left",1,1,1,0,"'j'",0.57274544239,0.572745442390442,0,66
"43","Navon Task CO2015",50,15577,18,"congruent",50,"selAttLoc","['j']","Global_O_local_I.png","Vv","up_right",1,1,1,0,"'j'",0.470683783293,0.47068378329277,0,50
"44","Navon Task CO2015",-50,15577,18,"congruent",50,"selAttLoc","['j']","Global_O_local_O.png","Vv","up_left",1,1,1,0,"'j'",0.612841546535,0.612841546535492,0,11
"45","Navon Task CO2015",-50,15577,18,"congruent",-50,"selAttLoc","['j']","Global_O_local_U.png","Vv","left_right",1,1,1,0,"'j'",0.58697104454,0.586971044540405,0,58
"46","Navon Task CO2015",50,15577,18,"congruent",-50,"selAttLoc","['j']","Global_U_local_A.png","Vv","down_right",1,1,1,0,"'j'",0.689097285271,0.689097285270691,0,6
"47","Navon Task CO2015",-50,15577,18,"congruent",50,"selAttLoc","['j']","Global_U_local_E.png","Vv","up_left",1,1,1,0,"'j'",0.600472569466,0.600472569465637,0,90
"48","Navon Task CO2015",50,15577,18,"congruent",50,"selAttLoc","['j']","Global_U_local_I.png","Vv","up_right",1,1,1,0,"'j'",0.71808642149,0.718086421489716,0,53
"49","Navon Task CO2015",-50,15577,18,"congruent",50,"selAttLoc","['j']","Global_U_local_O.png","Vv","up_left",1,1,1,0,"'j'",0.475224673748,0.475224673748016,0,47
"50","Navon Task CO2015",-50,15577,18,"congruent",-50,"selAttLoc","['j']","Global_U_local_U.png","Vv","left_right",1,1,1,0,"'j'",0.512388825417,0.512388825416565,0,44
"51","Navon Task CO2015",-50,15577,18,"incongruent",50,"selAttLoc","['f']","Global_A_local_C.png","Vc","up_left",1,1,1,0,"'f'",0.623166501522,0.623166501522064,0,32
"52","Navon Task CO2015",50,15577,18,"incongruent",-50,"selAttLoc","['f']","Global_A_local_D.png","Vc","down_right",1,1,1,0,"'f'",0.584547281265,0.584547281265259,0,33
"53","Navon Task CO2015",50,15577,18,"incongruent",50,"selAttLoc","['f']","Global_A_local_F.png","Vc","up_right",1,1,1,0,"'f'",0.498575747013,0.498575747013092,0,48
"54","Navon Task CO2015",-50,15577,18,"incongruent",50,"selAttLoc","['f']","Global_A_local_H.png","Vc","up_left",1,1,1,0,"'f'",0.633985698223,0.633985698223114,0,9
"55","Navon Task CO2015",50,15577,18,"incongruent",50,"selAttLoc","['f']","Global_A_local_T.png","Vc","up_right",1,1,1,0,"'f'",0.458112865686,0.458112865686417,0,97
"56","Navon Task CO2015",-50,15577,18,"incongruent",-50,"selAttLoc","['f']","Global_E_local_C.png","Vc","left_right",1,1,1,0,"'f'",0.579601824284,0.5796018242836,0,27
"57","Navon Task CO2015",50,15577,18,"incongruent",50,"selAttLoc","['f']","Global_E_local_D.png","Vc","up_right",1,1,1,0,"'f'",0.590234994888,0.590234994888306,0,70
"58","Navon Task CO2015",50,15577,18,"incongruent",-50,"selAttLoc","['f']","Global_E_local_F.png","Vc","down_right",1,1,1,0,"'f'",0.506406486034,0.506406486034393,0,74
"59","Navon Task CO2015",-50,15577,18,"incongruent",-50,"selAttLoc","['f']","Global_E_local_H.png","Vc","left_right",1,1,1,0,"'f'",0.623253524303,0.623253524303436,0,78
"60","Navon Task CO2015",50,15577,18,"incongruent",-50,"selAttLoc","['f']","Global_E_local_T.png","Vc","down_right",1,1,1,0,"'f'",0.487660169601,0.48766016960144,0,72
"61","Navon Task CO2015",-50,15577,18,"incongruent",50,"selAttLoc","['f']","Global_I_local_C.png","Vc","up_left",1,1,1,0,"'f'",0.617480099201,0.617480099201202,0,68
"62","Navon Task CO2015",50,15577,18,"incongruent",-50,"selAttLoc","['f']","Global_I_local_D.png","Vc","down_right",1,1,1,0,"'f'",0.424125641584,0.424125641584396,0,67
"63","Navon Task CO2015",50,15577,18,"incongruent",50,"selAttLoc","['f']","Global_I_local_F.png","Vc","up_right",1,1,1,0,"'f'",0.514491736889,0.514491736888885,0,91
"64","Navon Task CO2015",-50,15577,18,"incongruent",50,"selAttLoc","['f']","Global_I_local_H.png","Vc","up_left",1,1,1,0,"'f'",0.572407782078,0.572407782077789,0,4
"65","Navon Task CO2015",50,15577,18,"incongruent",50,"selAttLoc","['f']","Global_I_local_T.png","Vc","up_right",1,1,1,0,"'f'",0.425049960613,0.425049960613251,0,87
"66","Navon Task CO2015",-50,15577,18,"incongruent",-50,"selAttLoc","['f']","Global_O_local_C.png","Vc","left_right",1,1,1,0,"'f'",0.530527234077,0.530527234077454,0,77
"67","Navon Task CO2015",50,15577,18,"incongruent",50,"selAttLoc","['f']","Global_O_local_D.png","Vc","up_right",1,1,1,0,"'f'",0.614706754684,0.614706754684448,0,22
"68","Navon Task CO2015",50,15577,18,"incongruent",-50,"selAttLoc","['f']","Global_O_local_F.png","Vc","down_right",1,1,1,0,"'f'",0.678165793419,0.678165793418884,0,82
"69","Navon Task CO2015",-50,15577,18,"incongruent",-50,"selAttLoc","['f']","Global_O_local_H.png","Vc","left_right",1,0,0,0,"'j'",0.582022607327,0.582022607326508,0,51
"70","Navon Task CO2015",50,15577,18,"incongruent",-50,"selAttLoc","['f']","Global_O_local_T.png","Vc","down_right",1,1,1,0,"'f'",0.609333872795,0.609333872795105,0,36
"71","Navon Task CO2015",-50,15577,18,"incongruent",-50,"selAttLoc","['f']","Global_U_local_C.png","Vc","left_right",1,1,1,0,"'f'",0.535573065281,0.535573065280914,0,55
"72","Navon Task CO2015",50,15577,18,"incongruent",50,"selAttLoc","['f']","Global_U_local_D.png","Vc","up_right",1,1,1,0,"'f'",0.628820776939,0.628820776939392,0,25
