"","expversion","xPos","participant","age","congruence","yPos","cond","corrAns","stimFile","condition","location","n","acc_mean","acc_raw","acc_std","resp_raw","rt_mean","rt_raw","rt_std","order"
"1","Navon Task CO2015",-50,15823,19,"congruent",-50,"selAttGlob","['f']","Global_C_local_C.png","Cc","left_right",1,1,1,0,"'f'",0.491589009762,0.49158900976181,0,2
"2","Navon Task CO2015",50,15823,19,"congruent",50,"selAttGlob","['f']","Global_C_local_D.png","Cc","up_right",1,0,0,0,"'j'",0.363980740309,0.363980740308762,0,54
"3","Navon Task CO2015",50,15823,19,"congruent",-50,"selAttGlob","['f']","Global_C_local_F.png","Cc","down_right",1,1,1,0,"'f'",0.520742297173,0.520742297172546,0,17
"4","Navon Task CO2015",-50,15823,19,"congruent",-50,"selAttGlob","['f']","Global_C_local_H.png","Cc","left_right",1,1,1,0,"'f'",0.464661836624,0.464661836624146,0,96
"5","Navon Task CO2015",50,15823,19,"congruent",-50,"selAttGlob","['f']","Global_C_local_T.png","Cc","down_right",1,1,1,0,"'f'",0.342405289412,0.342405289411545,0,88
"6","Navon Task CO2015",-50,15823,19,"congruent",50,"selAttGlob","['f']","Global_D_local_C.png","Cc","up_left",1,1,1,0,"'f'",0.426266759634,0.426266759634018,0,43
"7","Navon Task CO2015",50,15823,19,"congruent",-50,"selAttGlob","['f']","Global_D_local_D.png","Cc","down_right",1,1,1,0,"'f'",0.489091098309,0.489091098308563,0,7
"8","Navon Task CO2015",50,15823,19,"congruent",50,"selAttGlob","['f']","Global_D_local_F.png","Cc","up_right",1,1,1,0,"'f'",0.647366344929,0.647366344928741,0,76
"9","Navon Task CO2015",-50,15823,19,"congruent",50,"selAttGlob","['f']","Global_D_local_H.png","Cc","up_left",1,1,1,0,"'f'",0.459864318371,0.459864318370819,0,92
"10","Navon Task CO2015",50,15823,19,"congruent",50,"selAttGlob","['f']","Global_D_local_T.png","Cc","up_right",1,1,1,0,"'f'",0.463380277157,0.46338027715683,0,97
"11","Navon Task CO2015",-50,15823,19,"congruent",50,"selAttGlob","['f']","Global_F_local_C.png","Cc","up_left",1,1,1,0,"'f'",0.422420740128,0.422420740127563,0,47
"12","Navon Task CO2015",50,15823,19,"congruent",-50,"selAttGlob","['f']","Global_F_local_D.png","Cc","down_right",1,1,1,0,"'f'",0.451699495316,0.451699495315552,0,25
"13","Navon Task CO2015",50,15823,19,"congruent",50,"selAttGlob","['f']","Global_F_local_F.png","Cc","up_right",1,1,1,0,"'f'",0.474242657423,0.474242657423019,0,3
"14","Navon Task CO2015",-50,15823,19,"congruent",50,"selAttGlob","['f']","Global_F_local_H.png","Cc","up_left",1,1,1,0,"'f'",0.434580892324,0.434580892324448,0,52
"15","Navon Task CO2015",50,15823,19,"congruent",50,"selAttGlob","['f']","Global_F_local_T.png","Cc","up_right",1,1,1,0,"'f'",0.485147416592,0.485147416591644,0,91
"16","Navon Task CO2015",-50,15823,19,"congruent",-50,"selAttGlob","['f']","Global_H_local_C.png","Cc","left_right",1,1,1,0,"'f'",0.49157974124,0.491579741239548,0,22
"17","Navon Task CO2015",50,15823,19,"congruent",50,"selAttGlob","['f']","Global_H_local_D.png","Cc","up_right",1,1,1,0,"'f'",0.701556384563,0.701556384563446,0,21
"18","Navon Task CO2015",50,15823,19,"congruent",-50,"selAttGlob","['f']","Global_H_local_F.png","Cc","down_right",1,1,1,0,"'f'",0.453554809093,0.453554809093475,0,83
"19","Navon Task CO2015",-50,15823,19,"congruent",-50,"selAttGlob","['f']","Global_H_local_H.png","Cc","left_right",1,1,1,0,"'f'",0.482397228479,0.482397228479385,0,6
"20","Navon Task CO2015",50,15823,19,"congruent",-50,"selAttGlob","['f']","Global_H_local_T.png","Cc","down_right",1,1,1,0,"'f'",0.370488226414,0.370488226413727,0,30
"21","Navon Task CO2015",-50,15823,19,"congruent",50,"selAttGlob","['f']","Global_T_local_C.png","Cc","up_left",1,1,1,0,"'f'",0.415321618319,0.415321618318558,0,34
"22","Navon Task CO2015",50,15823,19,"congruent",-50,"selAttGlob","['f']","Global_T_local_D.png","Cc","down_right",1,1,1,0,"'f'",0.455274701118,0.455274701118469,0,74
"23","Navon Task CO2015",50,15823,19,"congruent",50,"selAttGlob","['f']","Global_T_local_F.png","Cc","up_right",1,1,1,0,"'f'",0.424070775509,0.424070775508881,0,99
"24","Navon Task CO2015",-50,15823,19,"congruent",50,"selAttGlob","['f']","Global_T_local_H.png","Cc","up_left",1,1,1,0,"'f'",0.482739210129,0.482739210128784,0,37
"25","Navon Task CO2015",50,15823,19,"congruent",50,"selAttGlob","['f']","Global_T_local_T.png","Cc","up_right",1,1,1,0,"'f'",0.469586491585,0.469586491584778,0,84
"26","Navon Task CO2015",50,15823,19,"congruent",50,"selAttGlob","['j']","Global_A_local_A.png","Vv","up_right",1,1,1,0,"'j'",0.350503563881,0.35050356388092,0,29
"27","Navon Task CO2015",-50,15823,19,"congruent",-50,"selAttGlob","['j']","Global_A_local_E.png","Vv","left_right",1,1,1,0,"'j'",0.379019886255,0.379019886255264,0,87
"28","Navon Task CO2015",50,15823,19,"congruent",-50,"selAttGlob","['j']","Global_A_local_I.png","Vv","down_right",1,1,1,0,"'j'",0.573042631149,0.573042631149292,0,0
"29","Navon Task CO2015",-50,15823,19,"congruent",-50,"selAttGlob","['j']","Global_A_local_O.png","Vv","left_right",1,1,1,0,"'j'",0.3932916224,0.393291622400284,0,32
"30","Navon Task CO2015",-50,15823,19,"congruent",50,"selAttGlob","['j']","Global_A_local_U.png","Vv","up_left",1,1,1,0,"'j'",0.554977178574,0.554977178573608,0,44
"31","Navon Task CO2015",50,15823,19,"congruent",-50,"selAttGlob","['j']","Global_E_local_A.png","Vv","down_right",1,0,0,0,"'f'",0.50080037117,0.500800371170044,0,18
"32","Navon Task CO2015",-50,15823,19,"congruent",50,"selAttGlob","['j']","Global_E_local_E.png","Vv","up_left",1,0,0,0,"'f'",0.338548332453,0.338548332452774,0,73
"33","Navon Task CO2015",50,15823,19,"congruent",50,"selAttGlob","['j']","Global_E_local_I.png","Vv","up_right",1,1,1,0,"'j'",0.356312513351,0.35631251335144,0,85
"34","Navon Task CO2015",-50,15823,19,"congruent",50,"selAttGlob","['j']","Global_E_local_O.png","Vv","up_left",1,1,1,0,"'j'",0.467739462852,0.467739462852478,0,26
"35","Navon Task CO2015",-50,15823,19,"congruent",-50,"selAttGlob","['j']","Global_E_local_U.png","Vv","left_right",1,1,1,0,"'j'",0.546840488911,0.546840488910675,0,19
"36","Navon Task CO2015",50,15823,19,"congruent",50,"selAttGlob","['j']","Global_I_local_A.png","Vv","up_right",1,1,1,0,"'j'",0.484174400568,0.484174400568008,0,41
"37","Navon Task CO2015",-50,15823,19,"congruent",-50,"selAttGlob","['j']","Global_I_local_E.png","Vv","left_right",1,1,1,0,"'j'",0.434325307608,0.434325307607651,0,23
"38","Navon Task CO2015",50,15823,19,"congruent",-50,"selAttGlob","['j']","Global_I_local_I.png","Vv","down_right",1,1,1,0,"'j'",0.441913098097,0.441913098096848,0,72
"39","Navon Task CO2015",-50,15823,19,"congruent",-50,"selAttGlob","['j']","Global_I_local_O.png","Vv","left_right",1,1,1,0,"'j'",0.362928599119,0.362928599119186,0,63
"40","Navon Task CO2015",-50,15823,19,"congruent",50,"selAttGlob","['j']","Global_I_local_U.png","Vv","up_left",1,1,1,0,"'j'",0.423376530409,0.423376530408859,0,77
"41","Navon Task CO2015",50,15823,19,"congruent",-50,"selAttGlob","['j']","Global_O_local_A.png","Vv","down_right",1,1,1,0,"'j'",0.338491380215,0.338491380214691,0,70
"42","Navon Task CO2015",-50,15823,19,"congruent",50,"selAttGlob","['j']","Global_O_local_E.png","Vv","up_left",1,1,1,0,"'j'",0.429779410362,0.429779410362244,0,28
"43","Navon Task CO2015",50,15823,19,"congruent",50,"selAttGlob","['j']","Global_O_local_I.png","Vv","up_right",1,1,1,0,"'j'",0.468746900558,0.468746900558472,0,58
"44","Navon Task CO2015",-50,15823,19,"congruent",50,"selAttGlob","['j']","Global_O_local_O.png","Vv","up_left",1,1,1,0,"'j'",0.352017879486,0.352017879486084,0,35
"45","Navon Task CO2015",-50,15823,19,"congruent",-50,"selAttGlob","['j']","Global_O_local_U.png","Vv","left_right",1,1,1,0,"'j'",0.369453310966,0.369453310966492,0,38
"46","Navon Task CO2015",50,15823,19,"congruent",-50,"selAttGlob","['j']","Global_U_local_A.png","Vv","down_right",1,1,1,0,"'j'",0.455847114325,0.45584711432457,0,10
"47","Navon Task CO2015",-50,15823,19,"congruent",50,"selAttGlob","['j']","Global_U_local_E.png","Vv","up_left",1,0,0,0,"'f'",0.393787890673,0.393787890672684,0,49
"48","Navon Task CO2015",50,15823,19,"congruent",50,"selAttGlob","['j']","Global_U_local_I.png","Vv","up_right",1,1,1,0,"'j'",0.517307162285,0.517307162284851,0,12
"49","Navon Task CO2015",-50,15823,19,"congruent",50,"selAttGlob","['j']","Global_U_local_O.png","Vv","up_left",1,1,1,0,"'j'",0.529981136322,0.529981136322021,0,13
"50","Navon Task CO2015",-50,15823,19,"congruent",-50,"selAttGlob","['j']","Global_U_local_U.png","Vv","left_right",1,1,1,0,"'j'",0.541792988777,0.541792988777161,0,69
"51","Navon Task CO2015",50,15823,19,"incongruent",-50,"selAttGlob","['f']","Global_C_local_A.png","Cv","down_right",1,1,1,0,"'f'",0.398068606853,0.398068606853485,0,98
