"","expversion","xPos","participant","age","congruence","yPos","cond","corrAns","stimFile","condition","location","n","acc_mean","acc_raw","acc_std","resp_raw","rt_mean","rt_raw","rt_std","order"
"1","Navon Task CO2015",-50,15430,18,"congruent",-50,"selAttLoc","['f']","Global_C_local_C.png","Cc","left_right",1,1,1,0,"'f'",0.492980748415,0.492980748414993,0,95
"2","Navon Task CO2015",50,15430,18,"congruent",50,"selAttLoc","['f']","Global_C_local_D.png","Cc","up_right",1,0,0,0,"'j'",0.323108136654,0.3231081366539,0,61
"3","Navon Task CO2015",50,15430,18,"congruent",-50,"selAttLoc","['f']","Global_C_local_F.png","Cc","down_right",1,1,1,0,"'f'",0.488332897425,0.488332897424698,0,36
"4","Navon Task CO2015",-50,15430,18,"congruent",-50,"selAttLoc","['f']","Global_C_local_H.png","Cc","left_right",1,1,1,0,"'f'",0.333783686161,0.333783686161041,0,2
"5","Navon Task CO2015",50,15430,18,"congruent",-50,"selAttLoc","['f']","Global_C_local_T.png","Cc","down_right",1,1,1,0,"'f'",0.395431160927,0.395431160926819,0,8
"6","Navon Task CO2015",-50,15430,18,"congruent",50,"selAttLoc","['f']","Global_D_local_C.png","Cc","up_left",1,1,1,0,"'f'",0.569424510002,0.569424510002136,0,20
"7","Navon Task CO2015",50,15430,18,"congruent",-50,"selAttLoc","['f']","Global_D_local_D.png","Cc","down_right",1,1,1,0,"'f'",0.457360357046,0.457360357046127,0,42
"8","Navon Task CO2015",50,15430,18,"congruent",50,"selAttLoc","['f']","Global_D_local_F.png","Cc","up_right",1,1,1,0,"'f'",0.380351752043,0.38035175204277,0,44
"9","Navon Task CO2015",-50,15430,18,"congruent",50,"selAttLoc","['f']","Global_D_local_H.png","Cc","up_left",1,1,1,0,"'f'",0.500042021275,0.500042021274567,0,19
"10","Navon Task CO2015",50,15430,18,"congruent",50,"selAttLoc","['f']","Global_D_local_T.png","Cc","up_right",1,0,0,0,"'j'",0.365868955851,0.365868955850601,0,28
"11","Navon Task CO2015",-50,15430,18,"congruent",50,"selAttLoc","['f']","Global_F_local_C.png","Cc","up_left",1,1,1,0,"'f'",0.592241585255,0.592241585254669,0,70
"12","Navon Task CO2015",50,15430,18,"congruent",-50,"selAttLoc","['f']","Global_F_local_D.png","Cc","down_right",1,1,1,0,"'f'",0.389728218317,0.389728218317032,0,37
"13","Navon Task CO2015",50,15430,18,"congruent",50,"selAttLoc","['f']","Global_F_local_F.png","Cc","up_right",1,1,1,0,"'f'",0.544558525085,0.544558525085449,0,24
"14","Navon Task CO2015",-50,15430,18,"congruent",50,"selAttLoc","['f']","Global_F_local_H.png","Cc","up_left",1,1,1,0,"'f'",0.684373617172,0.684373617172241,0,60
"15","Navon Task CO2015",50,15430,18,"congruent",50,"selAttLoc","['f']","Global_F_local_T.png","Cc","up_right",1,0,0,0,"'j'",0.449359476566,0.449359476566315,0,30
"16","Navon Task CO2015",-50,15430,18,"congruent",-50,"selAttLoc","['f']","Global_H_local_C.png","Cc","left_right",1,0,0,0,"'j'",0.496146380901,0.496146380901337,0,87
