xPos;participant;gender;age;congruence;yPos;cond;corrAns;stimFile;condition;location;n;acc_mean;acc_raw;acc_std;resp_raw;rt_mean;rt_raw;rt_std;order
-50;11533;F;18;congruent;-50;selAttGlob;['f'];Global_C_local_C.png;Cc;left_right;1;1;1;0;'f';0,552746236;0,552746236;0;36
50;11533;F;18;congruent;50;selAttGlob;['f'];Global_C_local_D.png;Cc;up_right;1;1;1;0;'f';0,671449065;0,671449065;0;21
50;11533;F;18;congruent;-50;selAttGlob;['f'];Global_C_local_F.png;Cc;down_right;1;0;0;0;'j';1,222002029;1,222002029;0;34
-50;11533;F;18;congruent;-50;selAttGlob;['f'];Global_C_local_H.png;Cc;left_right;1;1;1;0;'f';0,650251091;0,650251091;0;78
50;11533;F;18;congruent;-50;selAttGlob;['f'];Global_C_local_T.png;Cc;down_right;1;1;1;0;'f';0,481094509;0,481094509;0;79
-50;11533;F;18;congruent;50;selAttGlob;['f'];Global_D_local_C.png;Cc;up_left;1;1;1;0;'f';1,350034952;1,350034952;0;35
50;11533;F;18;congruent;-50;selAttGlob;['f'];Global_D_local_D.png;Cc;down_right;1;1;1;0;'f';0,583126068;0,583126068;0;64
50;11533;F;18;congruent;50;selAttGlob;['f'];Global_D_local_F.png;Cc;up_right;1;1;1;0;'f';0,840646327;0,840646327;0;99
-50;11533;F;18;congruent;50;selAttGlob;['f'];Global_D_local_H.png;Cc;up_left;1;1;1;0;'f';0,499974996;0,499974996;0;37
50;11533;F;18;congruent;50;selAttGlob;['f'];Global_D_local_T.png;Cc;up_right;1;1;1;0;'f';1,147311091;1,147311091;0;53
-50;11533;F;18;congruent;50;selAttGlob;['f'];Global_F_local_C.png;Cc;up_left;1;1;1;0;'f';0,685808778;0,685808778;0;30
50;11533;F;18;congruent;-50;selAttGlob;['f'];Global_F_local_D.png;Cc;down_right;1;1;1;0;'f';0,63437438;0,63437438;0;12
50;11533;F;18;congruent;50;selAttGlob;['f'];Global_F_local_F.png;Cc;up_right;1;1;1;0;'f';0,888612509;0,888612509;0;19
-50;11533;F;18;congruent;50;selAttGlob;['f'];Global_F_local_H.png;Cc;up_left;1;1;1;0;'f';2,750030279;2,750030279;0;87
50;11533;F;18;congruent;50;selAttGlob;['f'];Global_F_local_T.png;Cc;up_right;1;0;0;0;'j';1,625126362;1,625126362;0;95
-50;11533;F;18;congruent;-50;selAttGlob;['f'];Global_H_local_C.png;Cc;left_right;1;1;1;0;'f';0,675658941;0,675658941;0;26
50;11533;F;18;congruent;50;selAttGlob;['f'];Global_H_local_D.png;Cc;up_right;1;0;0;0;'j';1,787164569;1,787164569;0;31
50;11533;F;18;congruent;-50;selAttGlob;['f'];Global_H_local_F.png;Cc;down_right;1;1;1;0;'f';0,624100685;0,624100685;0;38
-50;11533;F;18;congruent;-50;selAttGlob;['f'];Global_H_local_H.png;Cc;left_right;1;1;1;0;'f';0,638275683;0,638275683;0;42
50;11533;F;18;congruent;-50;selAttGlob;['f'];Global_H_local_T.png;Cc;down_right;1;1;1;0;'f';0,922694266;0,922694266;0;71
-50;11533;F;18;congruent;50;selAttGlob;['f'];Global_T_local_C.png;Cc;up_left;1;1;1;0;'f';0,802961886;0,802961886;0;8
50;11533;F;18;congruent;-50;selAttGlob;['f'];Global_T_local_D.png;Cc;down_right;1;1;1;0;'f';1,582622886;1,582622886;0;51
