xPos;participant;gender;age;congruence;yPos;cond;corrAns;stimFile;condition;location;n;acc_mean;acc_raw;acc_std;resp_raw;rt_mean;rt_raw;rt_std;order
-50;11755;F;18;congruent;-50;selAttLoc;['f'];Global_C_local_C.png;Cc;left_right;1;1;1;0;'f';0,288725436;0,288725436;0;90
50;11755;F;18;congruent;50;selAttLoc;['f'];Global_C_local_D.png;Cc;up_right;1;1;1;0;'f';0,123450644;0,123450644;0;43
50;11755;F;18;congruent;-50;selAttLoc;['f'];Global_C_local_F.png;Cc;down_right;1;1;1;0;'f';0,285881579;0,285881579;0;82
-50;11755;F;18;congruent;-50;selAttLoc;['f'];Global_C_local_H.png;Cc;left_right;1;1;1;0;'f';0,315794557;0,315794557;0;85
50;11755;F;18;congruent;-50;selAttLoc;['f'];Global_C_local_T.png;Cc;down_right;1;0;0;0;'j';0,366974711;0,366974711;0;74
-50;11755;F;18;congruent;50;selAttLoc;['f'];Global_D_local_C.png;Cc;up_left;1;0;0;0;'j';0,242338836;0,242338836;0;51
50;11755;F;18;congruent;-50;selAttLoc;['f'];Global_D_local_D.png;Cc;down_right;1;0;0;0;'j';0,292250991;0,292250991;0;47
50;11755;F;18;congruent;50;selAttLoc;['f'];Global_D_local_F.png;Cc;up_right;1;1;1;0;'f';0,30429095;0,30429095;0;6
-50;11755;F;18;congruent;50;selAttLoc;['f'];Global_D_local_H.png;Cc;up_left;1;1;1;0;'f';0,521305382;0,521305382;0;13
50;11755;F;18;congruent;50;selAttLoc;['f'];Global_D_local_T.png;Cc;up_right;1;1;1;0;'f';0,323654443;0,323654443;0;98
-50;11755;F;18;congruent;50;selAttLoc;['f'];Global_F_local_C.png;Cc;up_left;1;1;1;0;'f';0,401487887;0,401487887;0;1
50;11755;F;18;congruent;-50;selAttLoc;['f'];Global_F_local_D.png;Cc;down_right;1;1;1;0;'f';0,330411881;0,330411881;0;78
50;11755;F;18;congruent;50;selAttLoc;['f'];Global_F_local_F.png;Cc;up_right;1;1;1;0;'f';0,302285343;0,302285343;0;54
-50;11755;F;18;congruent;50;selAttLoc;['f'];Global_F_local_H.png;Cc;up_left;1;1;1;0;'f';0,311368525;0,311368525;0;16
50;11755;F;18;congruent;50;selAttLoc;['f'];Global_F_local_T.png;Cc;up_right;1;0;0;0;'j';0,348786145;0,348786145;0;73
-50;11755;F;18;congruent;-50;selAttLoc;['f'];Global_H_local_C.png;Cc;left_right;1;1;1;0;'f';0,435045272;0,435045272;0;77
50;11755;F;18;congruent;50;selAttLoc;['f'];Global_H_local_D.png;Cc;up_right;1;0;0;0;'j';0,255168051;0,255168051;0;81
50;11755;F;18;congruent;-50;selAttLoc;['f'];Global_H_local_F.png;Cc;down_right;1;1;1;0;'f';0,356657624;0,356657624;0;87
-50;11755;F;18;congruent;-50;selAttLoc;['f'];Global_H_local_H.png;Cc;left_right;1;0;0;0;'j';0,240769237;0,240769237;0;71
50;11755;F;18;congruent;-50;selAttLoc;['f'];Global_H_local_T.png;Cc;down_right;1;0;0;0;'j';0,292920411;0,292920411;0;24
-50;11755;F;18;congruent;50;selAttLoc;['f'];Global_T_local_C.png;Cc;up_left;1;0;0;0;'j';0,293592155;0,293592155;0;28
50;11755;F;18;congruent;-50;selAttLoc;['f'];Global_T_local_D.png;Cc;down_right;1;1;1;0;'f';0,348491162;0,348491162;0;80
50;11755;F;18;congruent;50;selAttLoc;['f'];Global_T_local_F.png;Cc;up_right;1;0;0;0;'j';0,281755149;0,281755149;0;34
-50;11755;F;18;congruent;50;selAttLoc;['f'];Global_T_local_H.png;Cc;up_left;1;1;1;0;'f';0,458324999;0,458324999;0;2
50;11755;F;18;congruent;50;selAttLoc;['f'];Global_T_local_T.png;Cc;up_right;1;0;0;0;'j';0,278387845;0,278387845;0;38
50;11755;F;18;congruent;50;selAttLoc;['j'];Global_A_local_A.png;Vv;up_right;1;1;1;0;'j';0,349289387;0,349289387;0;14
-50;11755;F;18;congruent;-50;selAttLoc;['j'];Global_A_local_E.png;Vv;left_right;1;1;1;0;'j';0,326503277;0,326503277;0;8
50;11755;F;18;congruent;-50;selAttLoc;['j'];Global_A_local_I.png;Vv;down_right;1;1;1;0;'j';0,330892265;0,330892265;0;4
-50;11755;F;18;congruent;-50;selAttLoc;['j'];Global_A_local_O.png;Vv;left_right;1;1;1;0;'j';0,365658373;0,365658373;0;26
-50;11755;F;18;congruent;50;selAttLoc;['j'];Global_A_local_U.png;Vv;up_left;1;0;0;0;'f';0,285869658;0,285869658;0;48
50;11755;F;18;congruent;-50;selAttLoc;['j'];Global_E_local_A.png;Vv;down_right;1;1;1;0;'j';0,47044605;0,47044605;0;79
-50;11755;F;18;congruent;50;selAttLoc;['j'];Global_E_local_E.png;Vv;up_left;1;1;1;0;'j';0,307973742;0,307973742;0;62
50;11755;F;18;congruent;50;selAttLoc;['j'];Global_E_local_I.png;Vv;up_right;1;1;1;0;'j';0,28587231;0,28587231;0;37
-50;11755;F;18;congruent;50;selAttLoc;['j'];Global_E_local_O.png;Vv;up_left;1;1;1;0;'j';0,191253707;0,191253707;0;40
-50;11755;F;18;congruent;-50;selAttLoc;['j'];Global_E_local_U.png;Vv;left_right;1;1;1;0;'j';0,23548539;0,23548539;0;69
50;11755;F;18;congruent;50;selAttLoc;['j'];Global_I_local_A.png;Vv;up_right;1;1;1;0;'j';0,338834256;0,338834256;0;25
-50;11755;F;18;congruent;-50;selAttLoc;['j'];Global_I_local_E.png;Vv;left_right;1;1;1;0;'j';0,380456448;0,380456448;0;7
50;11755;F;18;congruent;-50;selAttLoc;['j'];Global_I_local_I.png;Vv;down_right;1;1;1;0;'j';0,411877453;0,411877453;0;64
-50;11755;F;18;congruent;-50;selAttLoc;['j'];Global_I_local_O.png;Vv;left_right;1;1;1;0;'j';0,319105238;0,319105238;0;35
-50;11755;F;18;congruent;50;selAttLoc;['j'];Global_I_local_U.png;Vv;up_left;1;0;0;0;'f';0,350542128;0,350542128;0;33
50;11755;F;18;congruent;-50;selAttLoc;['j'];Global_O_local_A.png;Vv;down_right;1;1;1;0;'j';0,306364417;0,306364417;0;32
-50;11755;F;18;congruent;50;selAttLoc;['j'];Global_O_local_E.png;Vv;up_left;1;1;1;0;'j';0,452360809;0,452360809;0;76
50;11755;F;18;congruent;50;selAttLoc;['j'];Global_O_local_I.png;Vv;up_right;1;1;1;0;'j';0,351239711;0,351239711;0;11
-50;11755;F;18;congruent;50;selAttLoc;['j'];Global_O_local_O.png;Vv;up_left;1;1;1;0;'j';0,263419598;0,263419598;0;41
-50;11755;F;18;congruent;-50;selAttLoc;['j'];Global_O_local_U.png;Vv;left_right;1;1;1;0;'j';0,400244713;0,400244713;0;0
50;11755;F;18;congruent;-50;selAttLoc;['j'];Global_U_local_A.png;Vv;down_right;1;0;0;0;'f';0,159494683;0,159494683;0;44
-50;11755;F;18;congruent;50;selAttLoc;['j'];Global_U_local_E.png;Vv;up_left;1;1;1;0;'j';0,186160237;0,186160237;0;45
50;11755;F;18;congruent;50;selAttLoc;['j'];Global_U_local_I.png;Vv;up_right;1;1;1;0;'j';0,373737097;0,373737097;0;5
-50;11755;F;18;congruent;50;selAttLoc;['j'];Global_U_local_O.png;Vv;up_left;1;1;1;0;'j';0,287824273;0,287824273;0;56
-50;11755;F;18;congruent;-50;selAttLoc;['j'];Global_U_local_U.png;Vv;left_right;1;0;0;0;'f';0,334149629;0,334149629;0;19
-50;11755;F;18;incongruent;50;selAttLoc;['f'];Global_A_local_C.png;Vc;up_left;1;1;1;0;'f';0,317466468;0,317466468;0;67
50;11755;F;18;incongruent;-50;selAttLoc;['f'];Global_A_local_D.png;Vc;down_right;1;0;0;0;'j';0,294113576;0,294113576;0;42
50;11755;F;18;incongruent;50;selAttLoc;['f'];Global_A_local_F.png;Vc;up_right;1;1;1;0;'f';0,528323054;0,528323054;0;99
-50;11755;F;18;incongruent;50;selAttLoc;['f'];Global_A_local_H.png;Vc;up_left;1;1;1;0;'f';0,288093448;0,288093448;0;66
50;11755;F;18;incongruent;50;selAttLoc;['f'];Global_A_local_T.png;Vc;up_right;1;0;0;0;'j';0,460086942;0,460086942;0;17
-50;11755;F;18;incongruent;-50;selAttLoc;['f'];Global_E_local_C.png;Vc;left_right;1;1;1;0;'f';0,285859734;0,285859734;0;97
